Frame_Number,Width_Pixels,Height_Pixels,Area_Pixels,Depth_mm
1761291476974,62,217,13454,
1761291477628,65,217,14105,
1761291478313,73,216,15768,
1761291479008,66,216,14256,
1761291479632,55,215,11825,
1761291480252,57,216,12312,
1761291480964,62,217,13454,
1761291481591,56,216,12096,
1761291482252,52,217,11284,
1761291482825,50,216,10800,
1761291483516,50,216,10800,
1761291484222,51,217,11067,
1761291484911,48,217,10416,
1761291485582,53,214,11342,
1761291486276,51,217,11067,
1761291486923,54,217,11718,
1761291487579,56,215,12040,
1761291488257,60,213,12780,
1761291488891,58,215,12470,
1761291489615,60,216,12960,
1761291490280,62,214,13268,
1761291490966,68,213,14484,
1761291491650,64,212,13568,
1761291492318,61,214,13054,
1761291492985,65,215,13975,
1761291493670,67,213,14271,
1761291494300,70,212,14840,
1761291494991,72,213,15336,
1761291495674,67,213,14271,
1761291496223,65,212,13780,
1761291496896,65,214,13910,
1761291497496,66,214,14124,
1761291498158,65,212,13780,
1761291498884,66,212,13992,
1761291499584,71,213,15123,
1761291500232,71,214,15194,
1761291500912,64,212,13568,
1761291501563,61,210,12810,
1761291502256,60,209,12540,
1761291502876,61,209,12749,
1761291503576,62,210,13020,
1761291504280,63,209,13167,
1761291504927,63,210,13230,
1761291505589,63,210,13230,
1761291506212,65,210,13650,
1761291506944,66,210,13860,
1761291507630,66,211,13926,
1761291508323,66,211,13926,
1761291508997,60,212,12720,
1761291509693,49,211,10339,
1761291510345,48,212,10176,
1761291511038,50,212,10600,
1761291511751,51,214,10914,
1761291512377,48,214,10272,
1761291513014,47,212,9964,
1761291513735,48,208,9984,
1761291518602,46,212,9752,
1761291519317,48,213,10224,
1761291520003,54,214,11556,
1761291521307,59,211,12449,
1761291521957,59,211,12449,
1761291522588,62,214,13268,
1761291523250,61,213,12993,
1761291523951,60,203,12180,
1761291524594,62,213,13206,
1761291525289,63,215,13545,
1761291525988,60,216,12960,
1761291526670,70,212,14840,
1761291527309,65,213,13845,
1761291527993,66,215,14190,
1761291528699,60,216,12960,
1761291529360,64,217,13888,
1761291530059,64,217,13888,
1761291530683,60,214,12840,
1761291531340,56,215,12040,
1761291532055,53,214,11342,
1761291532756,53,215,11395,
1761291533457,50,216,10800,
1761291534171,48,215,10320,
1761291534879,48,215,10320,
1761291535540,47,215,10105,
1761291536236,48,215,10320,
1761291536868,48,216,10368,
1761291537507,50,215,10750,
1761291538204,56,216,12096,
1761291538895,56,216,12096,
1761291539599,55,216,11880,
1761291540211,57,213,12141,
1761291540801,63,209,13167,
1761291541511,65,209,13585,
1761291542187,62,213,13206,
1761291542805,67,214,14338,
1761291543494,68,214,14552,
1761291544128,69,214,14766,
1761291544798,72,212,15264,
1761291545415,67,214,14338,
1761291546102,65,213,13845,
1761291546724,62,213,13206,
1761291547226,61,215,13115,
1761291547864,62,215,13330,
1761291548515,59,215,12685,
1761291549200,58,214,12412,
1761291549793,58,213,12354,
1761291550518,52,212,11024,
1761291551180,51,214,10914,
1761291551901,51,215,10965,
1761291552531,50,214,10700,
1761291553151,47,214,10058,
1761291553813,48,211,10128,
1761291554441,48,213,10224,
1761291555149,49,213,10437,
1761291555788,48,213,10224,
1761291556235,48,213,10224,
1761291556670,47,213,10011,
1761291557042,48,211,10128,
1761291559174,47,215,10105,
1761291559833,45,215,9675,
1761291560468,48,218,10464,
1761291561025,66,241,15906,
1761291572085,72,212,15264,
1761291572678,56,213,11928,
1761291573350,53,215,11395,
1761291573984,54,219,11826,
1761291574671,57,218,12426,
1761291575364,60,219,13140,
1761291576045,61,220,13420,
1761291576665,60,220,13200,
1761291577278,60,217,13020,
1761291577954,63,217,13671,
1761291578595,66,217,14322,
1761291579215,72,218,15696,
1761291579894,68,217,14756,
1761291580538,64,209,13376,
1761291581217,62,209,12958,
1761291581899,63,213,13419,
1761291582550,62,213,13206,
1761291583283,58,212,12296,
1761291583914,56,212,11872,
1761291584594,61,209,12749,
1761291585301,53,211,11183,
1761291586018,54,214,11556,
1761291586713,48,213,10224,
1761291587992,48,212,10176,
1761291588653,46,215,9890,
1761291592351,55,214,11770,
1761291592967,48,213,10224,
1761291595470,47,212,9964,
1761291596189,45,209,9405,
1761291597999,59,211,12449,
1761291598717,66,209,13794,
1761291600560,74,207,15318,
1761291601205,65,210,13650,
1761291601789,60,210,12600,
1761291602478,58,209,12122,
1761291603151,57,209,11913,
1761291603847,60,210,12600,
1761291604536,61,207,12627,
1761291605226,54,209,11286,
1761291605840,50,211,10550,
1761291606542,50,211,10550,
1761291607239,49,210,10290,
1761291607933,43,210,9030,
1761291608576,45,210,9450,
1761291609239,47,210,9870,
1761291609938,46,209,9614,
1761291611272,46,210,9660,
1761291611981,46,210,9660,
1761291612696,47,210,9870,
1761291613368,46,211,9706,
1761291614065,47,212,9964,
1761291614768,52,211,10972,
1761291615476,54,212,11448,
1761291616131,52,211,10972,
1761291616847,60,212,12720,
1761291617511,66,211,13926,
1761291618172,61,208,12688,
1761291618845,66,202,13332,
1761291619492,67,207,13869,
1761291620198,62,211,13082,
1761291620755,64,210,13440,
1761291621466,57,209,11913,
1761291622786,64,207,13248,
1761291623487,54,212,11448,
1761291625345,49,204,9996,
1761291626699,66,203,13398,
1761291630500,52,200,10400,
1761291635541,68,204,13872,
1761291636246,65,205,13325,
1761291636872,64,202,12928,
1761291637574,65,208,13520,
1761291638266,63,213,13419,
1761291638967,64,215,13760,
1761291639682,67,215,14405,
1761291640393,72,220,15840,
1761291641078,66,222,14652,
1761291641780,67,227,15209,
1761291813532,79,230,18170,
1761291814196,66,216,14256,
1761291814899,58,213,12354,
1761291815445,58,206,11948,
1761291816153,57,208,11856,
1761291816892,53,218,11554,
1761291817606,52,217,11284,
1761291818330,57,222,12654,
1761291818951,61,222,13542,
1761291819552,66,224,14784,
1761291820149,65,224,14560,
1761291820879,64,222,14208,
1761291821570,62,222,13764,
1761291822299,64,222,14208,
1761291822849,59,223,13157,
1761291823571,58,223,12934,
1761291824203,64,222,14208,
1761291824868,63,219,13797,
1761291825529,68,215,14620,
1761291826244,65,210,13650,
1761291826993,62,216,13392,
1761291827620,64,216,13824,
1761291828265,65,216,14040,
1761291828983,61,215,13115,
1761291829626,67,215,14405,
1761291830313,72,213,15336,
1761291830926,62,214,13268,
1761291831593,64,211,13504,
1761291832269,66,210,13860,
1761291832907,62,212,13144,
1761291833530,61,212,12932,
1761291834162,62,213,13206,
1761291834834,59,212,12508,
1761291835551,58,212,12296,
1761291836231,56,214,11984,
1761291836852,50,214,10700,
1761291837469,56,210,11760,
1761291839428,50,214,10700,
1761291845660,64,213,13632,
1761291850668,54,211,11394,
1761291851311,58,214,12412,
1761291852508,73,197,14381,
1761291853182,60,200,12000,
1761291854524,73,216,15768,
1761291855084,90,216,19440,
1761291855778,78,221,17238,
1761291856404,67,218,14606,
1761291857143,73,211,15403,
1761291857821,67,216,14472,
1761291858523,70,217,15190,
1761291859182,73,218,15914,
1761291859910,77,219,16863,
1761291860533,68,218,14824,
1761291861218,73,218,15914,
1761291861843,75,218,16350,
1761291862616,62,218,13516,
1761291863239,59,216,12744,
1761291863882,61,214,13054,
1761291864569,60,215,12900,
1761291865291,55,218,11990,
1761291865904,52,219,11388,
1761291866591,50,218,10900,
1761291867201,51,215,10965,
1761291867916,47,216,10152,
1761291868526,47,217,10199,
1761291869194,48,218,10464,
1761291869856,51,215,10965,
1761291870570,50,217,10850,
1761291871185,52,218,11336,
1761291871907,53,219,11607,
1761291872512,51,217,11067,
1761291873279,53,217,11501,
1761291873893,57,219,12483,
1761291874555,63,218,13734,
1761291875273,67,218,14606,
1761291875900,60,218,13080,
1761291876534,56,217,12152,
1761291877223,59,217,12803,
1761291877832,65,217,14105,
1761291878450,68,217,14756,
1761291879052,69,217,14973,
1761291879709,66,217,14322,
1761291880390,65,217,14105,
1761291881040,66,215,14190,
1761291881748,67,213,14271,
1761291882335,72,213,15336,
1761291883011,70,213,14910,
1761291884218,72,211,15192,
1761291885522,67,210,14070,
1761291886161,67,207,13869,
1761291886808,66,206,13596,
1761291887471,63,208,13104,
1761291888142,65,206,13390,
1761291888856,61,208,12688,
1761291889480,60,209,12540,
1761291889999,58,209,12122,
1761291891918,59,218,12862,
1761291892541,57,218,12426,
1761291893236,55,219,12045,
1761291893911,46,219,10074,
1761291894559,46,218,10028,
1761291895173,50,213,10650,
1761291895880,50,213,10650,
1761291896593,49,216,10584,
1761291897851,43,216,9288,
1761291898469,46,213,9798,
1761291899136,45,215,9675,
1761291899782,47,217,10199,
1761291900524,55,218,11990,
1761291901214,51,217,11067,
1761291901889,50,218,10900,
1761291902505,48,217,10416,
1761291903220,50,213,10650,
1761291903851,50,214,10700,
1761291904490,55,215,11825,
1761291905164,62,218,13516,
1761291905851,63,217,13671,
1761291906508,62,216,13392,
1761291907159,65,216,14040,
1761291907829,69,216,14904,
1761291908450,78,219,17082,
1761291909109,78,218,17004,
1761291909693,68,220,14960,
1761291910332,67,217,14539,
1761291911598,72,217,15624,
1761291912265,78,216,16848,
1761291912814,76,217,16492,
1761291913497,65,217,14105,
1761291914113,66,217,14322,
1761291914786,63,215,13545,
1761291915379,67,215,14405,
1761291915981,71,213,15123,
1761291916654,67,215,14405,
1761291917317,63,217,13671,
1761291917981,66,217,14322,
1761291918672,65,217,14105,
1761291919358,63,217,13671,
1761291920041,65,215,13975,
1761291920673,65,213,13845,
1761291921304,64,213,13632,
1761291921966,62,214,13268,
1761291922671,58,216,12528,
1761291923333,60,214,12840,
1761291924020,61,210,12810,
1761291924659,53,211,11183,
1761291925343,53,213,11289,
1761291925972,50,216,10800,
1761291926661,50,214,10700,
1761291927262,49,212,10388,
1761291927878,50,210,10500,
1761291928565,47,211,9917,
1761291929273,47,214,10058,
1761291929894,57,215,12255,
1761291930543,55,214,11770,
1761291931135,55,215,11825,
1761291931788,52,215,11180,
1761291932527,54,213,11502,
1761291933214,57,215,12255,
1761291933904,60,214,12840,
1761291934593,63,215,13545,
1761291935280,65,215,13975,
1761291935928,64,213,13632,
1761291936478,63,209,13167,
1761291937176,64,207,13248,
1761291937778,67,210,14070,
1761291938471,61,214,13054,
1761291939156,64,214,13696,
1761291939869,66,213,14058,
1761291940528,75,210,15750,
1761291941168,67,202,13534,
1761291941818,65,202,13130,
1761291942457,67,202,13534,
1761291943093,66,202,13332,
1761291943775,65,203,13195,
1761291944442,66,202,13332,
1761291945127,67,203,13601,
1761291945826,65,202,13130,
1761291946501,66,202,13332,
1761291947139,66,203,13398,
1761291947828,66,204,13464,
1761291948414,65,202,13130,
1761291949072,66,202,13332,
1761291949776,65,203,13195,
1761291950410,65,205,13325,
1761291951096,69,210,14490,
1761291951769,70,211,14770,
1761291952470,65,214,13910,
1761291953097,62,215,13330,
1761291953787,57,213,12141,
1761291954463,55,212,11660,
1761291955162,53,209,11077,
1761291955815,51,213,10863,
1761291956468,48,215,10320,
1761291957176,47,216,10152,
1761291957846,49,214,10486,
1761291958535,53,210,11130,
1761291960353,45,211,9495,
1761291962932,51,213,10863,
1761292016546,62,212,13144,
1761292017192,54,214,11556,
1761292017867,47,221,10387,
1761292018520,60,220,13200,
1761292019247,55,220,12100,
1761292019937,55,218,11990,
1761292020596,73,217,15841,
1761292021203,61,217,13237,
1761292021893,64,219,14016,
1761292022518,63,219,13797,
1761292023222,61,215,13115,
1761292023906,64,214,13696,
1761292024580,65,220,14300,
1761292025164,65,220,14300,
1761292025840,71,218,15478,
1761292026518,66,220,14520,
1761292027217,62,220,13640,
1761292027882,62,220,13640,
1761292028571,67,221,14807,
1761292029106,72,220,15840,
1761292029771,63,219,13797,
1761292030415,61,219,13359,
1761292031064,58,219,12702,
1761292031709,58,220,12760,
1761292032348,57,220,12540,
1761292033035,54,218,11772,
1761292033700,55,218,11990,
1761292034280,57,220,12540,
1761292035652,46,219,10074,
1761292036340,47,215,10105,
1761292037014,48,219,10512,
1761292037641,50,220,11000,
1761292038348,53,222,11766,
1761292039022,56,219,12264,
1761292039698,58,214,12412,
1761292040374,57,216,12312,
1761292041046,57,221,12597,
1761292041701,57,219,12483,
1761292042401,61,218,13298,
1761292043038,61,218,13298,
1761292043702,68,214,14552,
1761292044377,67,218,14606,
1761292045040,59,220,12980,
1761292045677,61,221,13481,
1761292046376,66,220,14520,
1761292047021,69,218,15042,
1761292047677,77,215,16555,
1761292048287,74,219,16206,
1761292048974,71,221,15691,
1761292049643,69,221,15249,
1761292050348,71,221,15691,
1761292051013,71,220,15620,
1761292051673,71,220,15620,
1761292052368,74,220,16280,
1761292053059,73,220,16060,
1761292053760,69,221,15249,
1761292054439,65,221,14365,
1761292055105,60,220,13200,
1761292055787,61,220,13420,
1761292056465,68,219,14892,
1761292057117,64,218,13952,
1761292057805,62,220,13640,
1761292058477,57,219,12483,
1761292059147,54,220,11880,
1761292059811,54,222,11988,
1761292060499,59,216,12744,
1761292061174,65,213,13845,
1761292061900,62,211,13082,
1761292062549,60,209,12540,
1761292067535,51,218,11118,
1761292068161,49,219,10731,
1761292068804,47,220,10340,
1761292069492,47,221,10387,
1761292070156,50,220,11000,
1761292070853,58,218,12644,
1761292071510,61,217,13237,
1761292072170,70,219,15330,
1761292072742,75,221,16575,
1761292073410,77,218,16786,
1761292074096,73,215,15695,
1761292074753,63,215,13545,
1761292075438,63,217,13671,
1761292076130,66,218,14388,
1761292076788,61,218,13298,
1761292077472,60,216,12960,
1761292078129,59,212,12508,
1761292078763,57,214,12198,
1761292079408,57,214,12198,
1761292080043,60,213,12780,
1761292080728,62,213,13206,
1761292081320,63,212,13356,
1761292081983,65,208,13520,
1761292082651,69,210,14490,
1761292083323,69,211,14559,
1761292083995,71,210,14910,
1761292084643,71,210,14910,
1761292085294,71,210,14910,
1761292085916,72,211,15192,
1761292086532,71,211,14981,
1761292087212,64,212,13568,
1761292087848,67,211,14137,
1761292088523,73,210,15330,
1761292089166,76,210,15960,
1761292089166,87,319,27753,
1761292089881,81,207,16767,
1761292090549,75,211,15825,
1761292091224,70,211,14770,
1761292091891,71,210,14910,
1761292092587,73,209,15257,
1761292093184,73,210,15330,
1761292093908,74,210,15540,
1761292094577,73,209,15257,
1761292095265,72,209,15048,
1761292095952,72,209,15048,
1761292096575,72,209,15048,
1761292097245,72,209,15048,
1761292097945,72,209,15048,
1761292098641,73,209,15257,
1761292099318,73,208,15184,
1761292100001,73,208,15184,
1761292100626,73,208,15184,
1761292101275,70,209,14630,
1761292101823,69,209,14421,
1761292102491,69,208,14352,
1761292103145,75,205,15375,
1761292103838,73,204,14892,
1761292104468,69,207,14283,
1761292105111,68,207,14076,
1761292105784,68,208,14144,
1761292106436,68,208,14144,
1761292107151,67,208,13936,
1761292107828,65,208,13520,
1761292108509,64,205,13120,
1761292109115,64,205,13120,
1761292109728,62,206,12772,
1761292110387,63,206,12978,
1761292111044,64,205,13120,
1761292111721,70,205,14350,
1761292112945,68,206,14008,
1761292113600,60,205,12300,
1761292114299,59,205,12095,
1761292115014,60,206,12360,
1761292115573,62,207,12834,
1761292121195,51,216,11016,
1761292121832,52,216,11232,
1761292122527,56,214,11984,
1761292123105,58,215,12470,
1761292123793,62,218,13516,
1761292124476,61,217,13237,
1761292125138,66,213,14058,
1761292125810,64,214,13696,
1761292126489,65,217,14105,
1761292127128,65,217,14105,
1761292127781,68,217,14756,
1761292128423,75,215,16125,
1761292129097,66,217,14322,
1761292129770,60,216,12960,
1761292130465,59,216,12744,
1761292131175,62,217,13454,
1761292131838,64,218,13952,
1761292132520,59,217,12803,
1761292133192,55,217,11935,
1761292133884,53,215,11395,
1761292134576,52,205,10660,
1761292135241,49,205,10045,
1761292135844,49,211,10339,
1761292136496,50,221,11050,
1761292137094,53,221,11713,
1761292137773,53,221,11713,
1761292138468,55,219,12045,
1761292139174,60,220,13200,
1761292139883,61,223,13603,
1761292140562,65,222,14430,
1761292141247,66,222,14652,
1761292141918,67,222,14874,
1761292142571,65,223,14495,
1761292145107,79,221,17459,
1761292145740,71,221,15691,
1761292146374,72,221,15912,
1761292147043,69,221,15249,
1761292147674,68,222,15096,
1761292148355,69,221,15249,
1761292149086,69,215,14835,
1761292149768,71,214,15194,
1761292151058,64,218,13952,
1761292151729,68,219,14892,
1761292152405,65,220,14300,
1761292153096,64,218,13952,
1761292153763,66,219,14454,
1761292154441,69,218,15042,
1761292155110,69,217,14973,
1761292155797,64,218,13952,
1761292156443,58,215,12470,
1761292157125,56,217,12152,
1761292157812,58,216,12528,
1761292158486,62,217,13454,
1761292159125,57,217,12369,
1761292159719,56,217,12152,
1761292160357,56,219,12264,
1761292161047,54,216,11664,
1761292161727,49,215,10535,
1761292162409,49,217,10633,
1761292163110,51,217,11067,
1761292163775,52,217,11284,
1761292164386,49,217,10633,
1761292165046,47,213,10011,
1761292165696,51,211,10761,
1761292166397,55,213,11715,
1761292167107,54,217,11718,
1761292167788,47,217,10199,
1761292168429,46,216,9936,
1761292169102,47,215,10105,
1761292169757,45,218,9810,
1761292170430,47,220,10340,
1761292171099,55,223,12265,
1761292171746,58,222,12876,
1761292233096,54,220,11880,
1761292234319,54,219,11826,
1761292234998,61,217,13237,
1761292235673,65,219,14235,
1761292236355,68,218,14824,
1761292237020,62,218,13516,
1761292237704,64,214,13696,
1761292238385,63,211,13293,
1761292239071,61,216,13176,
1761292239729,64,216,13824,
1761292240383,67,215,14405,
1761292240972,64,217,13888,
1761292241652,65,218,14170,
1761292242352,70,216,15120,
1761292243044,70,215,15050,
1761292243706,63,215,13545,
1761292244419,61,214,13054,
1761292245128,61,214,13054,
1761292245777,66,214,14124,
1761292246378,67,215,14405,
1761292247078,65,215,13975,
1761292247785,66,216,14256,
1761292248396,58,216,12528,
1761292249083,64,218,13952,
1761292249782,60,218,13080,
1761292250479,64,218,13952,
1761292251154,58,217,12586,
1761292251842,57,215,12255,
1761292252495,53,216,11448,
1761292253153,52,219,11388,
1761292253838,52,220,11440,
1761292254524,47,217,10199,
1761292255222,47,216,10152,
1761292255870,47,217,10199,
1761292256549,48,219,10512,
1761292257240,51,218,11118,
1761292257971,48,217,10416,
1761292258668,48,217,10416,
1761292259331,52,215,11180,
1761292260020,52,216,11232,
1761292260651,51,217,11067,
1761292261285,52,218,11336,
1761292261958,54,217,11718,
1761292262620,54,215,11610,
1761292263311,55,216,11880,
1761292263958,56,215,12040,
1761292264577,55,215,11825,
1761292265283,56,215,12040,
1761292265911,55,217,11935,
1761292266528,55,218,11990,
1761292267203,55,218,11990,
1761292267901,56,219,12264,
1761292268575,55,219,12045,
1761292269213,56,219,12264,
1761292269914,58,216,12528,
1761292270627,64,216,13824,
1761292271303,60,217,13020,
1761292271928,60,219,13140,
1761292272606,61,218,13298,
1761292273219,68,210,14280,
1761292273881,71,215,15265,
1761292274499,67,218,14606,
1761292275133,66,218,14388,
1761292275817,67,219,14673,
1761292276499,69,219,15111,
1761292277184,67,219,14673,
1761292277891,63,219,13797,
1761292278592,65,220,14300,
1761292279261,65,218,14170,
1761292279922,64,219,14016,
1761292280572,59,219,12921,
1761292281271,56,217,12152,
1761292281957,56,219,12264,
1761292282614,57,219,12483,
1761292283311,55,218,11990,
1761292284028,54,219,11826,
1761292284723,53,216,11448,
1761292285294,49,215,10535,
1761292285952,49,217,10633,
1761292286637,50,218,10900,
1761292287298,51,218,11118,
1761292287996,50,218,10900,
1761292288640,51,218,11118,
1761292289206,48,218,10464,
1761292289855,46,217,9982,
1761292290515,43,217,9331,
1761292291184,44,218,9592,
1761292291828,45,219,9855,
1761292293087,46,219,10074,
1761292293758,50,217,10850,
1761292294411,52,215,11180,
1761292295093,52,215,11180,
1761292295698,48,216,10368,
1761292296329,49,218,10682,
1761292296989,47,218,10246,
1761292297695,52,213,11076,
1761292298312,53,214,11342,
1761292298969,51,216,11016,
1761292299624,49,219,10731,
1761292300310,47,219,10293,
1761292300977,51,220,11220,
1761292301638,51,220,11220,
1761292302347,54,217,11718,
1761292302978,55,215,11825,
1761292303678,55,218,11990,
1761292304231,61,217,13237,
1761292304856,60,218,13080,
1761292305554,59,214,12626,
1761292306223,64,215,13760,
1761292306851,64,217,13888,
1761292307514,62,217,13454,
1761292308168,63,217,13671,
1761292308783,65,216,14040,
1761292309478,64,214,13696,
1761292310183,64,211,13504,
1761292310848,66,208,13728,
1761292311539,65,210,13650,
1761292312197,63,210,13230,
1761292312835,69,208,14352,
1761292313444,63,212,13356,
1761292314132,57,213,12141,
1761292314816,59,214,12626,
1761292315505,65,213,13845,
1761292316210,57,214,12198,
1761292316803,57,214,12198,
1761292317469,54,217,11718,
1761292318104,51,213,10863,
1761292318641,50,212,10600,
1761292319347,48,213,10224,
1761292320042,51,215,10965,
1761292320743,53,214,11342,
1761292321440,54,209,11286,
1761292322157,56,211,11816,
1761292322872,55,214,11770,
1761292323490,55,215,11825,
1761292324122,60,210,12600,
1761292324779,64,209,13376,
1761292325483,61,210,12810,
1761292326139,59,215,12685,
1761292326825,60,216,12960,
1761292327517,64,217,13888,
1761292328179,65,216,14040,
1761292328802,69,215,14835,
1761292329441,67,216,14472,
1761292330094,65,217,14105,
1761292330789,65,216,14040,
1761292331462,68,215,14620,
1761292332144,70,214,14980,
1761292332842,67,214,14338,
1761292333555,64,213,13632,
1761292334260,59,214,12626,
1761292334860,59,214,12626,
1761292335492,59,213,12567,
1761292336158,58,214,12412,
1761292336788,57,213,12141,
1761292337505,55,213,11715,
1761292338128,50,214,10700,
1761292338770,51,214,10914,
1761292339422,51,214,10914,
1761292340124,49,213,10437,
1761292340776,48,211,10128,
1761292341483,49,210,10290,
1761292342116,49,210,10290,
1761292342829,52,211,10972,
1761292344820,48,214,10272,
1761292345538,45,217,9765,
1761292346240,49,215,10535,
1761292346922,48,217,10416,
1761292347563,49,216,10584,
1761292348210,46,218,10028,
1761292348849,47,219,10293,
1761292349480,49,219,10731,
1761292350146,49,217,10633,
1761292350806,53,217,11501,
1761292351434,54,217,11718,
1761292352101,57,218,12426,
1761292352721,60,217,13020,
1761292353361,63,217,13671,
1761292354003,62,218,13516,
1761292354682,65,218,14170,
1761292355343,65,219,14235,
1761292356004,66,218,14388,
1761292356641,66,218,14388,
1761292357306,65,218,14170,
1761292357906,62,218,13516,
1761292358502,62,219,13578,
1761292359185,65,220,14300,
1761292359745,67,219,14673,
1761292360440,66,219,14454,
1761292361131,62,220,13640,
1761292361832,60,219,13140,
1761292362532,60,220,13200,
1761292363225,64,220,14080,
1761292363911,61,220,13420,
1761292364613,59,219,12921,
1761292365309,57,218,12426,
1761292365981,56,220,12320,
1761292366673,58,221,12818,
1761292367919,54,221,11934,
1761292368500,54,218,11772,
1761292369162,51,220,11220,
1761292369834,53,211,11183,
1761292371215,56,211,11816,
1761292371834,57,211,12027,
1761292373071,58,209,12122,
1761292373758,59,210,12390,
1761292374465,61,213,12993,
1761292375179,59,221,13039,
1761292375837,59,222,13098,
1761292376554,64,224,14336,
1761292377269,64,221,14144,
1761292377991,67,221,14807,
1761292378687,69,220,15180,
1761292379399,72,219,15768,
1761292380105,66,221,14586,
1761292380811,66,221,14586,
1761292381497,65,223,14495,
1761292382196,68,223,15164,
1761292382822,67,220,14740,
1761292383514,67,221,14807,
1761292384180,72,219,15768,
1761292384880,70,220,15400,
1761292385551,67,223,14941,
1761292386215,67,223,14941,
1761292386863,65,222,14430,
1761292387497,65,221,14365,
1761292388175,66,222,14652,
1761292388870,67,222,14874,
1761292389557,68,222,15096,
1761292390199,72,220,15840,
1761292390881,69,221,15249,
1761292391477,67,221,14807,
1761292392077,65,221,14365,
1761292392727,64,220,14080,
1761292393393,66,222,14652,
1761292394023,70,221,15470,
1761292394692,66,221,14586,
1761292395323,65,220,14300,
1761292396025,59,220,12980,
1761292396639,59,220,12980,
1761292397318,58,220,12760,
1761292397968,59,221,13039,
1761292398520,62,216,13392,
1761292399166,58,213,12354,
1761292399836,53,212,11236,
1761292400540,49,217,10633,
1761292401231,51,218,11118,
1761292401920,55,218,11990,
1761292402503,52,218,11336,
1761292405327,46,216,9936,
1761292405986,47,217,10199,
1761292406689,50,217,10850,
1761292407377,46,219,10074,
1761292408055,46,218,10028,
1761292409582,51,213,10863,
1761292412381,47,216,10152,
1761292413053,50,214,10700,
1761292413764,49,213,10437,
1761292414470,49,216,10584,
1761292415167,60,217,13020,
1761292415852,67,236,15812,
1761292428233,62,209,12958,
1761292428877,50,218,10900,
