box_area,cam_depth,true_depth
116876,1029,1000
112565,1004,1000
120456,983,1000
130494,1110,1000
75048,1001,1000
118066,1058,1000
89573,986,1000
102506,863,1000
115439,990,1000
268719,1087,1000
126192,1012,1000
141784,1078,1000
108733,1011,1000
100111,925,1000
92926,1060,1000
108733,1051,1000
70477,1036,1000
100749,1063,1000
139098,1007,1000
84783,1063,1000
99632,1000,1000
164256,1094,1000
73632,991,1000
103464,1057,1000
128372,809,1000
95800,909,1000
110649,1016,1000
110170,968,1000
97716,970,1000
98946,1125,1000
102985,1079,1000
124497,757,1000
103726,1060,1000
146630,988,1000
108733,1049,1000
139868,986,1000
97034,1073,1000
115918,1036,1000
98946,1089,1000
76640,1169,1000
73788,1001,1000
119022,897,1000
94363,1012,1000
163954,815,1000
126935,981,1000
146095,1033,1000
122846,845,1000
99632,1131,1000
55926,891,1000
81738,984,1000
108254,958,1000
90342,1220,1000
120229,950,1000
251954,1074,1000
133162,912,1000
85741,1069,1000
119022,985,1000
72656,998,1000
90342,917,1000
81430,957,1000
96556,903,1000
120229,781,1000
74724,953,1000
102027,930,1000
134318,1068,1000
131928,817,1000
120708,943,1000
130288,978,1000
78077,879,1000
91298,1214,1000
109212,887,1000
85432,1104,1000
109691,1089,1000
117355,1009,1000
105380,929,1000
122589,751,1000
133162,953,1000
136036,1045,1000
88136,962,1000
136994,933,1000
95800,1106,1000
108254,1053,1000
119416,1126,1000
97237,964,1000
94842,969,1000
91298,1214,1000
131725,1065,1000
131450,1089,1000
105859,835,1000
73632,1064,1000
125498,1098,1000
150406,768,1000
90052,897,1000
98946,1089,1000
129538,979,1000
99632,1119,1000
120681,918,1000
118313,993,1000
74090,985,1000
74245,992,1000
108254,1003,1000
111852,809,1000
148011,1069,1000
95122,721,1000
146746,1036,1000
90531,1060,1000
114960,732,1000
105380,922,1000
114481,1122,1000
91298,1034,1000
143221,1052,1000
135752,1076,1000
98195,958,1000
120708,951,1000
131450,997,1000
103248,990,1000
86220,939,1000
148011,737,1000
75203,1082,1000
73766,987,1000
78556,1202,1000
86040,904,1000
125498,878,1000
96556,897,1000
135078,1060,1000
199264,1011,1000
100111,927,1000
159652,953,1000
181062,816,1000
120456,966,1000
142263,1108,1000
88615,997,1000
146574,1039,1000
120229,928,1000
100573,819,1000
87474,1015,1000
84783,1064,1000
85084,1101,1000
98439,1068,1000
76640,1103,1000
131450,1011,1000
97990,929,1000
93884,1086,1000
73944,1114,1000
120204,968,1000
140347,1099,1000
105859,924,1000
92254,967,1000
129809,940,1000
102027,1047,1000
95600,1036,1000
100380,1075,1000
105859,902,1000
101069,940,1000
73160,988,1000
107775,970,1000
73287,981,1000
123324,996,1000
114481,1069,1000
93688,1190,1000
273321,1055,1000
108506,1157,1000
100858,939,1000
113764,1248,1000
136994,1082,1000
83172,929,1000
140008,957,1000
76640,1064,1000
111128,1081,1000
80951,994,1000
129538,783,1000
109462,961,1000
109212,991,1000
91010,1106,1000
33180,942,1000
119750,955,1000
111128,824,1000
96758,1085,1000
101548,940,1000
143878,976,1000
156633,961,1000
110649,1000,1000
137952,997,1000
99153,967,1000
98674,1184,1000
112086,957,1000
99153,894,1000
142742,902,1000
20208,861,1000
88615,1074,1000
105859,923,1000
195432,705,1000
122145,1105,1000
81184,1096,1000
65144,1095,1000
148011,1002,1000
128372,707,1000
81430,1224,1000
77119,1019,1000
155196,868,1000
155350,950,1000
151048,937,1000
84783,954,1000
140826,1020,1000
73160,990,1000
127414,981,1000
94166,1058,1000
110649,1032,1000
102027,817,1000
106338,981,1000
130016,1062,1000
85262,1073,1000
93210,956,1000
73788,1001,1000
108254,1006,1000
98674,896,1000
80883,1083,1000
110920,1212,1000
122624,1025,1000
91010,1217,1000
81430,986,1000
112086,1001,1000
201924,824,1000
134120,987,1000
179172,956,1000
114481,1006,1000
137952,1007,1000
129330,1177,1000
107775,946,1000
132406,1063,1000
241416,1034,1000
119500,983,1000
144179,1023,1000
137473,933,1000
118544,1078,1000
129330,755,1000
91968,1048,1000
90531,1062,1000
114481,1046,1000
107775,929,1000
150406,763,1000
86376,1052,1000
40068,877,1000
107296,892,1000
124540,1041,1000
125019,1001,1000
166822,943,1000
69708,1096,1000
116876,1137,1000
117355,1096,1000
167778,993,1000
71850,1078,1000
136515,913,1000
137473,941,1000
89094,908,1000
116388,936,1000
137186,905,1000
79035,941,1000
83346,987,1000
103464,1075,1000
125236,1075,1000
100276,1032,1000
125019,1013,1000
165866,983,1000
111607,947,1000
136515,1071,1000
59750,908,1000
126670,1040,1000
131246,974,1000
106338,914,1000
122368,896,1000
69384,1089,1000
119022,988,1000
105638,996,1000
116632,1134,1000
124540,974,1000
96758,964,1000
91489,999,1000
91968,1055,1000
103248,1187,1000
99632,927,1000
120229,1088,1000
138910,1028,1000
145137,1001,1000
117834,1124,1000
123103,1044,1000
72688,1048,1000
103943,984,1000
131928,1081,1000
115198,898,1000
114960,1069,1000
132683,1033,1000
65144,1111,1000
92447,1101,1000
58316,897,1000
75203,967,1000
129330,1072,1000
141010,1010,1000
48756,824,1000
73160,972,1000
104682,978,1000
102770,986,1000
138142,1029,1000
179728,837,1000
143221,808,1000
73287,967,1000
164297,789,1000
113044,1088,1000
272938,1089,1000
126456,990,1000
107296,921,1000
134318,1022,1000
104422,1017,1000
74245,1076,1000
82388,1056,1000
136036,984,1000
132683,1020,1000
120229,1012,1000
10676,1117,1000
116154,1089,1000
139389,1037,1000
93688,1190,1000
115918,939,1000
100590,1086,1000
124540,924,1000
89094,1006,1000
23950,856,1000
117110,1161,1000
236147,1116,1000
128104,951,1000
119271,949,1000
95800,1060,1000
82694,921,1000
134318,853,1000
80782,960,1000
93884,1053,1000
93405,902,1000
126405,749,1000
173514,1022,1000
129538,989,1000
97716,924,1000
77408,1102,1000
85562,1080,1000
111852,947,1000
96078,1005,1000
106594,1064,1000
126456,956,1000
132204,1050,1000
78077,1120,1000
120456,977,1000
94842,935,1000
131450,1067,1000
251954,1058,1000
138142,943,1000
89864,1106,1000
104204,1076,1000
119500,970,1000
103464,1001,1000
144834,731,1000
112808,1033,1000
82216,975,1000
25387,876,1000
136994,1026,1000
112330,1027,1000
136230,1062,1000
68440,1027,1000
152960,937,1000
76640,1002,1000
124061,947,1000
182400,794,1000
94363,1085,1000
73287,1024,1000
93884,1062,1000
101069,974,1000
130016,1062,1000
114002,1260,1000
95142,1053,1000
144179,1036,1000
79035,1137,1000
44932,1170,1000
123802,1109,1000
123324,1045,1000
114002,811,1000
118313,1155,1000
87178,1109,1000
136036,1058,1000
118544,1033,1000
117588,884,1000
217945,726,1000
172440,862,1000
135557,965,1000
117110,1161,1000
110649,1171,1000
117834,1121,1000
106817,897,1000
114002,1040,1000
92447,1039,1000
130016,885,1000
125977,982,1000
137186,745,1000
108733,942,1000
91010,1065,1000
73766,1007,1000
119022,1089,1000
171961,851,1000
85262,1020,1000
113752,1061,1000
113764,1139,1000
94842,842,1000
85562,1090,1000
126456,982,1000
74261,1124,1000
114481,1011,1000
96556,1027,1000
107296,1031,1000
130016,1118,1000
85084,1029,1000
86220,932,1000
84488,1106,1000
91489,1026,1000
106338,955,1000
73766,1052,1000
141784,829,1000
166344,1023,1000
219861,1136,1000
132884,1049,1000
96078,1115,1000
141784,1020,1000
101069,1032,1000
95800,1106,1000
121412,1088,1000
117834,1051,1000
101548,940,1000
87032,1063,1000
105859,907,1000
84667,1064,1000
125019,1052,1000
110649,1074,1000
5964,833,1000
130767,974,1000
111128,848,1000
145312,983,1000
120229,952,1000
103464,1035,1000
85262,1016,1000
59750,1174,1000
70477,1083,1000
135078,950,1000
134599,1023,1000
83072,1026,1000
135078,1084,1000
92254,1003,1000
77408,957,1000
89864,1228,1000
101069,977,1000
111607,1025,1000
127414,949,1000
160465,1075,1000
71896,1002,1000
206449,1099,1000
136994,844,1000
119750,965,1000
70004,1093,1000
119022,984,1000
124061,978,1000
96078,1101,1000
131725,1060,1000
126456,926,1000
233742,1137,1000
16590,1120,1000
120934,981,1000
119271,1040,1000
141966,915,1000
114481,929,1000
92926,959,1000
131725,1130,1000
109691,1089,1000
74889,1066,1000
119022,1122,1000
103726,1129,1000
122145,1057,1000
94166,983,1000
96078,976,1000
139389,1036,1000
79035,1234,1000
74724,961,1000
136036,1049,1000
78392,989,1000
102985,986,1000
134796,1065,1000
94842,920,1000
58316,909,1000
118313,1115,1000
82896,1031,1000
117834,954,1000
81909,937,1000
109940,811,1000
96758,908,1000
107775,1037,1000
86040,966,1000
80782,934,1000
91776,1120,1000
97237,1074,1000
114002,700,1000
98262,870,1000
114242,1105,1000
100590,927,1000
103248,1043,1000
20768,866,1000
108733,1015,1000
147532,996,1000
117834,1027,1000
126456,947,1000
113523,994,1000
139389,1027,1000
83544,996,1000
132204,1045,1000
125451,834,1000
208120,1066,1000
107775,971,1000
105859,951,1000
68585,1085,1000
101069,901,1000
82388,923,1000
134120,973,1000
108790,1169,1000
120708,974,1000
132683,1020,1000
92254,1059,1000
87178,992,1000
137952,885,1000
125977,979,1000
12792,863,1000
81430,986,1000
102506,980,1000
136036,916,1000
86699,945,1000
230878,1011,1000
86376,1059,1000
105160,817,1000
135078,768,1000
128372,1097,1000
118296,932,1000
90342,1220,1000
102985,1099,1000
86699,940,1000
95800,972,1000
135078,969,1000
131450,1067,1000
98400,951,1000
84783,1003,1000
130972,1052,1000
68912,1070,1000
135752,1063,1000
113764,991,1000
141966,996,1000
44850,943,1000
142742,1013,1000
117056,1116,1000
108733,967,1000
127414,1079,1000
72329,1034,1000
122145,949,1000
102027,980,1000
100111,944,1000
120229,999,1000
111128,1033,1000
85262,950,1000
133162,942,1000
133162,1104,1000
122624,1156,1000
91489,948,1000
72534,1032,1000
101336,1078,1000
104901,966,1000
118792,960,1000
82867,925,1000
95816,1530,1500
56522,1549,1500
61312,1533,1500
53169,1630,1500
69934,1250,1500
103464,1420,1500
54127,1609,1500
80951,1702,1500
54606,1471,1500
67539,1656,1500
65608,1364,1500
73766,1400,1500
51040,1511,1500
97512,1500,1500
53694,1482,1500
91776,1541,1500
69455,1485,1500
54606,1652,1500
98674,1549,1500
88136,1665,1500
89386,1568,1500
66102,1316,1500
54125,1518,1500
54127,1518,1500
74724,1496,1500
62205,1522,1500
104204,1522,1500
82388,1722,1500
84861,1584,1500
67968,1392,1500
103726,1500,1500
55085,1427,1500
91968,1560,1500
103726,1518,1500
82717,1454,1500
55564,1541,1500
52211,1537,1500
89573,1568,1500
54127,1580,1500
58438,1592,1500
92926,1674,1500
83346,1518,1500
94801,1408,1500
83172,1441,1500
103464,1575,1500
61965,1511,1500
90531,1493,1500
87178,1597,1500
63720,1489,1500
58032,1489,1500
68976,1652,1500
62270,1626,1500
108088,1389,1500
68018,1458,1500
75682,1697,1500
66581,1661,1500
92732,1588,1500
75203,1468,1500
69934,1485,1500
68976,1243,1500
73766,1489,1500
72663,1507,1500
64186,1670,1500
66885,1511,1500
56043,1630,1500
89208,1515,1500
89094,1626,1500
77598,1504,1500
86676,1560,1500
53169,1626,1500
55564,1584,1500
93884,1545,1500
34344,1326,1500
89094,1706,1500
59944,1367,1500
89094,1556,1500
92732,1560,1500
59346,1468,1500
92336,1530,1500
68497,1665,1500
67539,1451,1500
77598,1493,1500
59396,1560,1500
58438,1518,1500
73150,1613,1500
62514,1464,1500
62140,1404,1500
89680,1725,1500
53110,1489,1500
107616,1406,1500
94644,1588,1500
58438,1770,1500
101814,1526,1500
90531,1475,1500
84175,1630,1500
83072,1370,1500
85084,1493,1500
80541,1374,1500
89579,1411,1500
103726,1535,1500
58338,1556,1500
52325,1537,1500
111860,1367,1500
105380,1358,1500
78077,1601,1500
74724,1341,1500
81909,1622,1500
58917,1560,1500
95410,1511,1500
78585,1541,1500
69788,1404,1500
74724,1556,1500
95321,1530,1500
87952,1475,1500
84783,1702,1500
138620,1419,1500
69934,1214,1500
104810,1437,1500
107775,1473,1500
79993,1643,1500
93688,1480,1500
53169,1556,1500
68976,1408,1500
99153,1500,1500
54606,1458,1500
79473,1558,1500
89386,1485,1500
69455,1274,1500
96758,1485,1500
102985,1472,1500
59875,1421,1500
63707,1522,1500
91298,1661,1500
84907,1557,1500
71371,1475,1500
57164,1507,1500
71896,1350,1500
69934,1609,1500
50576,1514,1500
72808,1511,1500
95513,1566,1500
78077,1533,1500
53169,1634,1500
86220,1679,1500
53169,1656,1500
60354,1553,1500
74245,1413,1500
81430,1586,1500
113044,1290,1500
4644,1282,1500
71850,1485,1500
69934,1706,1500
68018,1656,1500
93884,1706,1500
103464,1362,1500
68018,1661,1500
85741,1489,1500
90052,1500,1500
71850,1530,1500
71850,1647,1500
86830,1549,1500
57959,1588,1500
98674,1507,1500
89010,1507,1500
84960,1504,1500
59875,1441,1500
69455,1284,1500
88136,1626,1500
65623,1515,1500
68976,1402,1500
72450,1527,1500
86699,1594,1500
49337,1639,1500
91489,1630,1500
71850,1533,1500
83825,1643,1500
74245,1500,1500
83825,1592,1500
91968,1711,1500
66102,1386,1500
91489,1560,1500
67496,1398,1500
49816,1613,1500
105033,1360,1500
66374,1539,1500
83700,1556,1500
64517,1544,1500
52690,1584,1500
87400,1544,1500
55085,1444,1500
92926,1493,1500
64665,1511,1500
89870,1451,1500
97060,1472,1500
70892,1630,1500
85562,1374,1500
73287,1478,1500
70328,1358,1500
87657,1745,1500
64186,1504,1500
91968,1556,1500
56522,1721,1500
65144,1530,1500
109691,1511,1500
52211,1674,1500
104422,1515,1500
114960,1740,1500
68976,1652,1500
64665,1487,1500
105638,1358,1500
52211,1584,1500
53169,1533,1500
57959,1556,1500
74261,1392,1500
64801,1326,1500
85262,1630,1500
91298,1622,1500
88615,1485,1500
114481,1352,1500
108733,1297,1500
99360,1332,1500
69455,1639,1500
69455,1235,1500
83172,1656,1500
100224,1441,1500
72329,1518,1500
58917,1652,1500
70892,1706,1500
73287,1711,1500
68497,1613,1500
97512,1509,1500
104422,1471,1500
77914,1297,1500
93210,1568,1500
97136,1434,1500
53169,1545,1500
52440,1541,1500
82425,1392,1500
56043,1652,1500
67539,1250,1500
86220,1597,1500
56290,1530,1500
54606,1661,1500
108339,1395,1500
51363,1494,1500
70512,1605,1500
101814,1355,1500
61791,1647,1500
54127,1609,1500
97232,1401,1500
64665,1697,1500
68976,1444,1500
98468,1485,1500
86680,1540,1500
96078,1475,1500
78556,1656,1500
68018,1743,1500
52211,1626,1500
111153,1353,1500
51732,1630,1500
73776,1478,1500
70892,1597,1500
94644,1537,1500
75203,1683,1500
55564,1697,1500
115918,1560,1500
85056,1527,1500
105975,1447,1500
112330,1315,1500
56522,1609,1500
86304,1592,1500
98674,1526,1500
80951,1721,1500
58794,1417,1500
59875,1541,1500
87178,1601,1500
87178,1601,1500
55250,1517,1500
60354,1555,1500
85084,1456,1500
81430,1592,1500
53012,1518,1500
81430,1537,1500
72808,1493,1500
86193,1522,1500
94644,1491,1500
115198,1234,1500
105380,1553,1500
76640,1643,1500
56043,1605,1500
74400,1489,1500
78077,1515,1500
79514,1549,1500
75203,1674,1500
88908,1549,1500
68976,1207,1500
95344,1421,1500
57959,1537,1500
98115,1433,1500
86040,1250,1500
115918,1372,1500
57480,1572,1500
68497,1243,1500
68400,1504,1500
70413,1489,1500
67680,1383,1500
67968,1389,1500
52521,1499,1500
52211,1630,1500
80304,1451,1500
80618,1471,1500
73766,1475,1500
47850,1495,1500
67968,1392,1500
60888,1377,1500
73287,1478,1500
103896,1426,1500
52211,1634,1500
72808,1489,1500
56522,1425,1500
73287,1537,1500
139389,1725,1500
72808,1522,1500
97512,1496,1500
74245,1617,1500
97760,1421,1500
72808,1522,1500
76626,1358,1500
71371,1545,1500
99424,1496,1500
91489,1597,1500
57480,1391,1500
68391,1464,1500
53169,1634,1500
89573,1576,1500
96492,1560,1500
115439,1792,1500
68018,1652,1500
89386,1584,1500
68018,1626,1500
85262,1496,1500
57001,1537,1500
89573,1549,1500
50600,1468,1500
60354,1515,1500
96279,1493,1500
69455,1401,1500
69768,1545,1500
89094,1622,1500
77598,1415,1500
82388,1500,1500
88136,1643,1500
78870,1368,1500
64186,1522,1500
86699,1597,1500
63700,1526,1500
108100,1444,1500
101336,1507,1500
63720,1408,1500
62749,1537,1500
87657,1688,1500
65136,1441,1500
109980,1438,1500
97716,1530,1500
57959,1458,1500
81909,1549,1500
91489,1580,1500
57001,1533,1500
94363,1489,1500
70413,1622,1500
79035,1564,1500
93884,1592,1500
90792,1408,1500
74724,1485,1500
59875,1541,1500
61791,1661,1500
67760,1450,1500
75978,1511,1500
93884,1580,1500
86664,1549,1500
51528,1530,1500
83825,1665,1500
50661,1510,1500
82867,1468,1500
99632,1647,1500
106338,1612,1500
74165,1588,1500
69905,1601,1500
90016,1539,1500
79993,1560,1500
51732,1652,1500
91489,1580,1500
69934,1560,1500
82082,1643,1500
107296,1389,1500
50858,1498,1500
111607,1293,1500
58438,1388,1500
69455,1447,1500
68850,1541,1500
60759,1485,1500
91298,1464,1500
56522,1617,1500
91298,1664,1500
69455,1464,1500
54127,1639,1500
62749,1670,1500
126456,1588,1500
66581,1630,1500
80951,1565,1500
74245,1556,1500
72369,1485,1500
60759,1374,1500
54127,1478,1500
56043,1670,1500
69455,1397,1500
68976,1316,1500
55428,1499,1500
87657,1617,1500
65623,1434,1500
61791,1377,1500
59875,1609,1500
57706,1364,1500
70892,1530,1500
45990,1592,1500
65052,1392,1500
