box_area,cam_depth,true_depth
75682,1706,1500
85262,1597,1500
100276,1478,1500
91489,1665,1500
79035,1482,1500
72688,1427,1500
74290,1548,1500
72808,1580,1500
69455,1647,1500
53118,1545,1500
96078,1711,1500
90684,1478,1500
85084,1526,1500
97911,1454,1500
68976,1665,1500
73287,1613,1500
57150,1522,1500
73287,1489,1500
82694,1597,1500
55085,1549,1500
68976,1661,1500
79514,1725,1500
88615,1560,1500
75856,1549,1500
97704,1437,1500
74724,1504,1500
57001,1460,1500
74340,1543,1500
105638,1498,1500
96758,1549,1500
101548,1515,1500
79390,1493,1500
56043,1580,1500
68497,1489,1500
56522,1511,1500
80304,1634,1500
69455,1661,1500
80951,1661,1500
66102,1613,1500
60354,1526,1500
88615,1760,1500
91298,1574,1500
54127,1630,1500
87657,1735,1500
78077,1647,1500
60833,1500,1500
71371,1553,1500
71504,1440,1500
67539,1661,1500
56043,1639,1500
64186,1634,1500
90517,1560,1500
103248,1505,1500
87636,1549,1500
79234,1533,1500
83172,1507,1500
104754,1405,1500
72329,1597,1500
97237,1520,1500
68497,1464,1500
66612,1528,1500
96279,1538,1500
77119,1639,1500
56043,1665,1500
96279,1601,1500
54145,1556,1500
88136,1730,1500
57959,1383,1500
56991,1496,1500
62776,1358,1500
61791,1597,1500
74094,1515,1500
52440,1522,1500
68497,1626,1500
53648,1622,1500
78925,1634,1500
91298,1493,1500
67932,1634,1500
67620,1475,1500
55599,1500,1500
67539,1496,1500
51641,1537,1500
90052,1622,1500
94363,1537,1500
84194,1421,1500
51632,1511,1500
87978,1458,1500
63342,1533,1500
96758,1533,1500
63707,1706,1500
56250,1572,1500
89094,1541,1500
145137,1730,1500
72178,1422,1500
113523,1593,1500
54127,1537,1500
67539,1500,1500
110170,1414,1500
90531,1518,1500
55085,1656,1500
59396,1556,1500
75205,1540,1500
54502,1560,1500
91968,1665,1500
52690,1537,1500
95816,1411,1500
57959,1553,1500
98946,1364,1500
74534,1549,1500
62270,1504,1500
70413,1423,1500
58917,1634,1500
100590,1518,1500
68497,1426,1500
99424,1475,1500
45990,1485,1500
57456,1518,1500
98946,1493,1500
59875,1556,1500
67060,1489,1500
83435,1580,1500
77119,1553,1500
76161,1745,1500
88615,1630,1500
83172,1504,1500
76640,1617,1500
65964,1626,1500
99275,1403,1500
83984,1580,1500
91968,1656,1500
57001,1630,1500
78077,1576,1500
71371,1454,1500
104312,1451,1500
68018,1609,1500
68018,1670,1500
79993,1597,1500
67060,1643,1500
70413,1507,1500
88136,1750,1500
50774,1626,1500
63707,1556,1500
87178,1760,1500
56043,1414,1500
125019,1436,1500
58917,1553,1500
92447,1580,1500
105256,1427,1500
79388,1468,1500
79993,1496,1500
68497,1447,1500
64186,1556,1500
54436,1541,1500
114960,1267,1500
54127,1622,1500
57480,1418,1500
86699,1553,1500
58225,1499,1500
86456,1535,1500
69934,1592,1500
54127,1592,1500
93688,1386,1500
53169,1683,1500
57001,1554,1500
53694,1485,1500
75143,1496,1500
65144,1541,1500
75203,1447,1500
71850,1485,1500
92600,1560,1500
60112,1605,1500
93884,1568,1500
66102,1639,1500
99330,1427,1500
95321,1461,1500
75116,1577,1500
71850,1471,1500
94842,1471,1500
105768,1438,1500
52416,1489,1500
69455,1335,1500
91010,1613,1500
88136,1740,1500
51253,1622,1500
92512,1444,1500
67060,1647,1500
70512,1560,1500
55564,1553,1500
68497,1622,1500
67060,1572,1500
60833,1526,1500
67060,1364,1500
82867,1414,1500
54165,1496,1500
101548,1556,1500
91096,1496,1500
95800,1605,1500
63568,1475,1500
66220,1392,1500
115676,1600,1500
84016,1414,1500
78090,1613,1500
114960,1504,1500
60840,1507,1500
52690,1564,1500
94334,1264,1500
53648,1626,1500
56043,1580,1500
82216,1485,1500
59396,1556,1500
68497,1468,1500
99632,1288,1500
72329,1485,1500
50064,1556,1500
92732,1566,1500
83082,1507,1500
61791,1692,1500
67620,1478,1500
76640,1511,1500
55085,1643,1500
68018,1656,1500
90624,1504,1500
71850,1634,1500
68976,1282,1500
52164,1363,1500
90052,1688,1500
87657,1568,1500
64665,1549,1500
53572,1553,1500
101814,1674,1500
62749,1507,1500
51060,1493,1500
64665,1553,1500
87210,1584,1500
74724,1530,1500
92447,1750,1500
82867,1500,1500
68976,1526,1500
89094,1588,1500
63450,1522,1500
101336,1497,1500
92926,1592,1500
68376,1427,1500
63048,1530,1500
71371,1526,1500
63707,1697,1500
103332,1411,1500
58750,1405,1500
73766,1592,1500
79514,1537,1500
68018,1496,1500
67060,1688,1500
58917,1390,1500
90052,1711,1500
55085,1417,1500
107296,1511,1500
86699,1592,1500
114002,1450,1500
82584,1546,1500
105380,1386,1500
68018,1475,1500
72808,1665,1500
91489,1482,1500
68497,1665,1500
75203,1541,1500
102985,1647,1500
53169,1626,1500
88624,1482,1500
69455,1266,1500
64665,1670,1500
98946,1522,1500
66102,1634,1500
71910,1392,1500
98946,1485,1500
57948,1503,1500
88136,1556,1500
78556,1652,1500
75852,1702,1500
67539,1560,1500
84304,1780,1500
69455,1647,1500
71896,1482,1500
98195,1553,1500
57001,1568,1500
60354,1605,1500
108100,1395,1500
84783,1609,1500
81909,1475,1500
60354,1601,1500
85741,1597,1500
64186,1711,1500
68976,1410,1500
57480,1394,1500
52690,1564,1500
66120,1478,1500
68497,1674,1500
63228,1478,1500
91489,1553,1500
57480,1647,1500
89280,1592,1500
71371,1504,1500
112574,1485,1500
70413,1643,1500
79035,1537,1500
88548,1530,1500
93884,1221,1500
105228,1371,1500
12363,1303,1500
105859,1373,1500
81900,1553,1500
60354,1576,1500
78556,1496,1500
96202,1475,1500
61312,1661,1500
69934,1458,1500
103248,1429,1500
103896,1433,1500
61312,1674,1500
71371,1688,1500
80951,1458,1500
112086,1442,1500
82388,1721,1500
69934,1661,1500
87178,1652,1500
87429,1639,1500
62304,1398,1500
56120,1478,1500
64186,1550,1500
57959,1405,1500
48505,1480,1500
94000,1431,1500
99120,1478,1500
77598,1674,1500
59396,1461,1500
53721,1497,1500
56043,1564,1500
104682,1506,1500
90531,1639,1500
97716,1504,1500
64824,1605,1500
69455,1441,1500
25856,1310,1500
50727,1511,1500
95600,1548,1500
90531,1410,1500
51296,2024,2000
63342,1900,2000
49350,1801,2000
70004,1906,2000
73935,1954,2000
57023,2044,2000
57441,1860,2000
58212,1900,2000
42966,1860,2000
60075,1948,2000
55473,2065,2000
78991,1894,2000
45500,1918,2000
53449,1877,2000
42408,1948,2000
55200,1942,2000
50064,1954,2000
44946,1924,2000
51632,1889,2000
56375,2018,2000
53245,1900,2000
45652,2031,2000
51408,1900,2000
52614,1912,2000
51666,1930,2000
67488,2011,2000
70950,1918,2000
67944,2114,2000
69336,1936,2000
48880,1811,2000
60918,1906,2000
51852,1936,2000
74261,1918,2000
47124,1924,2000
61360,1924,2000
80784,1883,2000
46300,1889,2000
45753,1985,2000
46550,1801,2000
57960,1954,2000
68320,2038,2000
63104,1960,2000
70290,1924,2000
65100,1930,2000
44847,1912,2000
51084,1906,2000
55107,1894,2000
49648,1900,2000
58499,1918,2000
66740,1942,2000
46400,1833,2000
57625,1954,2000
61776,1918,2000
48492,2044,2000
50397,1900,2000
79158,1877,2000
59796,2038,2000
76776,2005,2000
73140,1954,2000
50600,1912,2000
76950,1838,2000
43035,1973,2000
47880,1936,2000
71592,1948,2000
68912,1894,2000
73470,1844,2000
39044,1930,2000
50624,1998,2000
58212,1918,2000
58890,2100,2000
67466,1973,2000
55800,1942,2000
65376,1985,2000
51272,1930,2000
60192,2093,2000
67914,1979,2000
61238,1855,2000
60116,2174,2000
58370,1998,2000
46662,1912,2000
61686,2044,2000
51906,1930,2000
39512,2065,2000
59220,1894,2000
50140,1883,2000
51192,1936,2000
69450,1985,2000
124608,1811,2000
43035,2018,2000
56515,1954,2000
57960,1948,2000
50328,1894,2000
50220,1894,2000
47401,2031,2000
43008,2086,2000
39063,2058,2000
60207,1918,2000
58000,1900,2000
56125,2018,2000
46763,1912,2000
38528,2038,2000
68376,1979,2000
60348,1912,2000
73738,1948,2000
39512,2058,2000
69136,1979,2000
150887,2093,2000
67306,1924,2000
48195,1930,2000
56375,2024,2000
45936,1889,2000
71451,1954,2000
45276,1894,2000
48951,2044,2000
46398,2079,2000
71749,1960,2000
59094,1912,2000
56700,1998,2000
57708,1954,2000
53692,1936,2000
72698,1948,2000
59664,1918,2000
55216,1889,2000
69762,1979,2000
72996,1954,2000
51296,1912,2000
41400,2051,2000
48510,1906,2000
45493,1912,2000
62640,1912,2000
59075,1912,2000
46763,1936,2000
48492,2086,2000
71760,1960,2000
38976,2044,2000
60348,1906,2000
57706,1930,2000
48776,1900,2000
47483,1912,2000
64680,1894,2000
80580,1900,2000
47689,1918,2000
58760,2107,2000
62348,1912,2000
46452,1806,2000
42315,1979,2000
54621,1992,2000
68093,1948,2000
48832,2031,2000
48654,1833,2000
55811,1889,2000
70679,1930,2000
60691,1967,2000
50050,1889,2000
63992,2011,2000
56826,2011,2000
66138,2086,2000
49140,1889,2000
51666,1906,2000
71604,1960,2000
67032,2114,2000
51448,1918,2000
62042,1936,2000
45738,1894,2000
71732,1967,2000
63190,1967,2000
67452,1912,2000
78210,1906,2000
46662,1906,2000
47174,1900,2000
51852,2093,2000
62376,2174,2000
38052,2024,2000
60306,1924,2000
50727,2024,2000
73005,1936,2000
39846,1918,2000
56896,2011,2000
50285,2072,2000
55578,1855,2000
44492,1924,2000
57921,2011,2000
68328,1860,2000
56125,2044,2000
53336,2044,2000
73944,1806,2000
68440,1827,2000
61490,1998,2000
72072,1883,2000
58953,2136,2000
47071,1912,2000
66868,1992,2000
70807,2086,2000
46359,1894,2000
72663,1948,2000
65142,1918,2000
66430,2121,2000
65888,1973,2000
68355,1967,2000
67800,2086,2000
55800,2065,2000
58953,1992,2000
61230,1906,2000
45100,1936,2000
64680,1948,2000
55998,1936,2000
51084,1942,2000
60075,2093,2000
46233,1860,2000
52093,1918,2000
80580,1889,2000
55696,1871,2000
60075,2121,2000
73162,1900,2000
48442,1924,2000
121989,1801,2000
71455,2018,2000
48230,1900,2000
42206,2038,2000
56457,1894,2000
60852,1948,2000
73872,1960,2000
50358,1877,2000
71231,1912,2000
44544,1855,2000
59214,1912,2000
54383,1973,2000
27360,2114,2000
72372,2151,2000
65808,1833,2000
50467,1889,2000
49327,1906,2000
64493,2031,2000
41860,1979,2000
39498,1912,2000
47689,1912,2000
74080,1936,2000
88620,2107,2000
71115,1924,2000
69008,1967,2000
55428,1942,2000
78370,1912,2000
63240,1973,2000
69440,2079,2000
66120,2005,2000
61238,2018,2000
54312,2079,2000
45600,2018,2000
74261,1889,2000
44786,1912,2000
48972,1936,2000
48615,1833,2000
38505,1985,2000
66220,1985,2000
45854,1930,2000
52140,1942,2000
71456,1967,2000
41850,2058,2000
69136,1967,2000
47174,1979,2000
46763,1918,2000
44460,1833,2000
53475,1979,2000
45472,1906,2000
38250,2044,2000
57150,2005,2000
48405,1894,2000
60918,1906,2000
58500,1912,2000
73470,2018,2000
67767,1998,2000
58179,1942,2000
44451,2079,2000
61313,1960,2000
42036,2038,2000
38614,1936,2000
42655,2072,2000
66297,2107,2000
57584,1918,2000
51646,2011,2000
65116,2086,2000
60384,1985,2000
62496,1912,2000
37716,2051,2000
63940,1906,2000
66672,1924,2000
67179,1992,2000
39688,2005,2000
70215,2086,2000
71300,1967,2000
55676,2024,2000
44982,1894,2000
56134,2079,2000
49926,1833,2000
45652,2038,2000
49220,1918,2000
43941,2031,2000
48360,1900,2000
44002,2044,2000
59924,1906,2000
70152,1889,2000
57096,1871,2000
64308,1948,2000
49560,1889,2000
70533,1960,2000
71394,2189,2000
53788,2038,2000
37800,2051,2000
62491,1924,2000
62061,2158,2000
73476,1924,2000
45656,2086,2000
69003,2121,2000
67639,1883,2000
66220,1877,2000
45900,1906,2000
63840,2093,2000
68208,1992,2000
66861,2093,2000
62040,1889,2000
50112,1912,2000
45441,1894,2000
55224,1960,2000
67166,1827,2000
56287,1924,2000
49932,2038,2000
55800,2031,2000
65886,1900,2000
66120,2129,2000
65142,1924,2000
40770,2031,2000
42129,1998,2000
56500,2065,2000
39694,2024,2000
68987,1967,2000
57195,1912,2000
52982,2086,2000
67179,1924,2000
64656,2072,2000
67210,1924,2000
39498,2005,2000
67200,2086,2000
70686,1877,2000
51415,1936,2000
58760,2143,2000
57810,1930,2000
52440,2031,2000
69204,1838,2000
45374,1906,2000
59670,1918,2000
54044,1900,2000
49940,1912,2000
41943,2065,2000
59925,1912,2000
63420,2151,2000
66066,1918,2000
53245,1918,2000
61486,1918,2000
47586,1930,2000
67800,1912,2000
40404,2058,2000
59360,1906,2000
68400,2107,2000
44394,1992,2000
67326,2018,2000
71145,2072,2000
46000,1877,2000
40940,1973,2000
69483,1912,2000
61116,1960,2000
45360,2044,2000
59500,1906,2000
62300,1948,2000
39324,1948,2000
43605,1979,2000
49220,1918,2000
50960,1936,2000
45342,1918,2000
67248,1883,2000
57856,1954,2000
46258,1906,2000
56265,1924,2000
66284,2079,2000
60914,1883,2000
77088,2079,2000
48720,1930,2000
56700,2011,2000
57706,1936,2000
39411,1985,2000
50004,1924,2000
89042,2129,2000
48090,1924,2000
68250,2051,2000
50838,1967,2000
65408,2038,2000
70620,1918,2000
61272,1942,2000
41492,2031,2000
63873,2100,2000
63732,2100,2000
51666,1918,2000
57344,2011,2000
62832,1889,2000
48984,1855,2000
44590,2038,2000
47806,1936,2000
48230,1906,2000
56574,2031,2000
51072,2018,2000
45800,1900,2000
49356,1954,2000
53808,1930,2000
115395,2158,2000
47380,1918,2000
53937,1942,2000
77989,1960,2000
61200,1900,2000
59214,1906,2000
70468,2136,2000
52440,2031,2000
52982,2058,2000
44544,1849,2000
47740,1992,2000
65142,1930,2000
55811,1954,2000
55811,1906,2000
68502,1985,2000
58968,1948,2000
44982,1889,2000
44492,2011,2000
46300,1894,2000
64800,1942,2000
64527,1918,2000
70650,1912,2000
45854,1906,2000
49896,1838,2000
50949,1912,2000
54120,2058,2000
47936,2005,2000
69136,1979,2000
72048,1900,2000
47277,1930,2000
43488,2024,2000
70030,1960,2000
70215,1960,2000
51192,1900,2000
49820,1912,2000
46460,1877,2000
59212,2065,2000
55552,2051,2000
52864,1866,2000
54656,1930,2000
68376,1979,2000
59856,1930,2000
73150,1900,2000
63020,1954,2000
67308,1936,2000
48287,2072,2000
83721,1889,2000
65888,1954,2000
45990,1906,2000
64184,2100,2000
45854,1912,2000
65232,2136,2000
66901,1954,2000
65923,1912,2000
71610,1979,2000
62472,2044,2000
67784,1985,2000
63732,2166,2000
45080,1883,2000
49506,1992,2000
59500,1906,2000
59930,1936,2000
42582,1954,2000
52098,1942,2000
68689,1973,2000
77572,1906,2000
70028,1924,2000
50140,1900,2000
67744,1924,2000
58750,1900,2000
57344,1906,2000
49796,1930,2000
60450,1894,2000
55227,1992,2000
63376,1924,2000
50076,1906,2000
45045,1918,2000
89440,2129,2000
65142,1912,2000
50398,2011,2000
63474,1889,2000
47586,1936,2000
52200,2038,2000
45349,2044,2000
67452,2093,2000
37632,2038,2000
118250,1906,2000
42315,1998,2000
75207,1906,2000
50456,2018,2000
40500,2011,2000
56307,2065,2000
70533,1954,2000
48364,1936,2000
45374,1889,2000
67179,2005,2000
66576,1860,2000
70152,1906,2000
41040,2005,2000
72072,1954,2000
66924,1918,2000
69678,1866,2000
57233,1900,2000
60116,1912,2000
47912,2038,2000
54120,1960,2000
69616,1992,2000
68672,1967,2000
41132,2031,2000
49159,1973,2000
77736,1900,2000
38590,1967,2000
70992,1992,2000
75795,1942,2000
55902,1954,2000
79120,1912,2000
38590,1930,2000
54366,2065,2000
47586,1900,2000
44600,1954,2000
64357,1900,2000
47689,1924,2000
53244,1918,2000
51415,1894,2000
56400,1942,2000
53245,1918,2000
44884,1948,2000
52093,1883,2000
60075,1948,2000
60465,1918,2000
58658,1918,2000
44448,1833,2000
43008,2018,2000
47145,2011,2000
65746,1900,2000
42688,1827,2000
73676,2121,2000
29109,2174,2000
38165,2044,2000
55596,2005,2000
56640,1973,2000
58179,1912,2000
41850,1942,2000
70994,1960,2000
82544,1894,2000
56580,1948,2000
62775,1954,2000
66430,2058,2000
44135,1924,2000
81829,1918,2000
56048,2038,2000
69464,1973,2000
45738,1900,2000
48816,1918,2000
43296,2051,2000
37800,1998,2000
38590,2051,2000
56320,1992,2000
39044,1998,2000
39498,1948,2000
57584,1936,2000
40860,2018,2000
61570,1936,2000
70984,1936,2000
67200,2151,2000
59214,1906,2000
49541,1918,2000
49504,1992,2000
68987,1979,2000
69434,1985,2000
63344,1912,2000
61908,1930,2000
49728,2086,2000
69678,1883,2000
45105,1844,2000
60784,2011,2000
48195,1924,2000
64116,2038,2000
69560,1992,2000
51756,1985,2000
67473,1900,2000
64493,2044,2000
60207,2093,2000
71592,1948,2000
64260,2044,2000
58890,2121,2000
47586,1942,2000
45200,1936,2000
50031,1900,2000
74734,1912,2000
44270,1889,2000
51084,1889,2000
38193,2051,2000
52503,1967,2000
41943,2065,2000
62271,2065,2000
68856,1967,2000
66528,2065,2000
39864,2011,2000
71890,1948,2000
56250,2038,2000
69762,1906,2000
57784,1833,2000
52326,1918,2000
53475,1900,2000
39063,2031,2000
60348,1906,2000
70755,1948,2000
63842,1948,2000
60030,1930,2000
70290,1924,2000
57685,2044,2000
63560,2181,2000
47226,1918,2000
52392,1942,2000
73788,1889,2000
43522,1883,2000
49455,1900,2000
48256,1900,2000
68112,1866,2000
69174,1942,2000
69136,1979,2000
57344,2051,2000
47124,1948,2000
46400,1860,2000
47025,1827,2000
50059,2051,2000
49220,1942,2000
51405,2024,2000
49714,1930,2000
44055,2072,2000
69678,1871,2000
61965,2005,2000
59928,2086,2000
58125,1912,2000
41216,2051,2000
58179,1877,2000
63801,1992,2000
50380,1979,2000
48442,1930,2000
64218,1906,2000
60965,1973,2000
62640,1967,2000
67067,1948,2000
63921,1906,2000
61239,2086,2000
64801,1924,2000
74418,1906,2000
62609,1860,2000
72345,1936,2000
45492,1912,2000
38505,1924,2000
48760,1889,2000
50727,1942,2000
72640,1954,2000
57546,1912,2000
70200,2093,2000
47594,2058,2000
46662,1889,2000
43890,1936,2000
59584,2024,2000
59212,2100,2000
73312,1960,2000
57472,1906,2000
68211,1918,2000
76095,2024,2000
67932,1992,2000
56826,2011,2000
51282,1948,2000
59280,1973,2000
61372,2005,2000
40230,2065,2000
69520,1942,2000
48880,1849,2000
48825,1906,2000
64964,1912,2000
58437,2051,2000
48048,1942,2000
77572,1912,2000
70819,1806,2000
58098,1900,2000
62472,2011,2000
58688,2058,2000
39585,2024,2000
80181,1930,2000
78045,1912,2000
64680,1900,2000
57921,2051,2000
61776,1912,2000
46100,1906,2000
59220,1930,2000
48590,2024,2000
127170,1838,2000
57407,1900,2000
52746,1900,2000
71145,1942,2000
61180,1918,2000
48825,1900,2000
65178,2018,2000
52206,1936,2000
64224,1948,2000
64400,1900,2000
67925,1811,2000
70686,1973,2000
47380,1866,2000
62472,2024,2000
63382,1954,2000
66456,1992,2000
55375,2107,2000
44352,1806,2000
69394,1954,2000
66738,2107,2000
49820,1860,2000
51666,1912,2000
58688,2121,2000
47672,1844,2000
40586,2024,2000
48950,2011,2000
57330,1912,2000
47226,1942,2000
68228,2005,2000
46100,1948,2000
52884,2011,2000
68112,1894,2000
51408,1918,2000
47145,1906,2000
70227,1954,2000
67326,1992,2000
45024,1900,2000
44038,2051,2000
66845,2024,2000
66708,1918,2000
71142,1936,2000
72960,1954,2000
58695,1973,2000
79632,1906,2000
64636,2093,2000
68558,2079,2000
38250,2011,2000
41100,2508,2500
45714,2439,2500
37694,2528,2500
37765,2383,2500
33538,2468,2500
49920,2468,2500
47880,2311,2500
51045,2478,2500
32469,2410,2500
39770,2448,2500
33449,2468,2500
34510,2468,2500
38208,2373,2500
36045,2488,2500
34272,2458,2500
54758,2420,2500
40804,2429,2500
35360,2373,2500
49920,2448,2500
49898,2518,2500
39091,2581,2500
40500,2647,2500
47268,2659,2500
48762,2518,2500
38088,2401,2500
34362,2392,2500
49875,2549,2500
52007,2518,2500
48262,2659,2500
52800,2549,2500
33784,2392,2500
34440,2420,2500
54758,2401,2500
51500,2373,2500
52269,2560,2500
42315,2478,2500
48262,2603,2500
33768,2508,2500
34104,2448,2500
40598,2614,2500
50125,2488,2500
47760,2659,2500
34113,2458,2500
33046,2518,2500
32214,2383,2500
37352,2392,2500
44550,2670,2500
38688,2508,2500
42436,2488,2500
40700,2570,2500
48530,2392,2500
38454,2498,2500
48678,2429,2500
37583,2401,2500
52416,2429,2500
41093,2592,2500
53328,2581,2500
52290,2458,2500
43200,2488,2500
46010,2468,2500
36168,2392,2500
49532,2439,2500
55151,2458,2500
35126,2539,2500
47908,2539,2500
46854,2401,2500
35148,2468,2500
43792,2448,2500
42900,2508,2500
52269,2636,2500
41496,2448,2500
38300,2581,2500
47970,2518,2500
36984,2383,2500
36660,2478,2500
44660,2498,2500
48360,2592,2500
48262,2592,2500
49692,2603,2500
37765,2429,2500
49920,2458,2500
33012,2539,2500
48380,2625,2500
51816,2488,2500
37260,2468,2500
33948,2439,2500
34272,2539,2500
30800,2488,2500
49532,2647,2500
32967,2468,2500
52452,2383,2500
41106,2508,2500
51030,2488,2500
43632,2518,2500
50625,2636,2500
38900,2439,2500
49654,2581,2500
33948,2401,2500
46895,2329,2500
46864,2539,2500
39382,2592,2500
34692,2488,2500
51870,2581,2500
37080,2392,2500
41106,2647,2500
50344,2429,2500
46968,2458,2500
38130,2383,2500
36401,2458,2500
33024,2670,2500
46170,2636,2500
46000,2439,2500
45765,2659,2500
47702,2488,2500
53046,2401,2500
34188,2468,2500
46592,2488,2500
50280,2346,2500
46980,2659,2500
41000,2401,2500
47232,2659,2500
40596,2592,2500
48585,2603,2500
40400,2570,2500
41612,2581,2500
55044,2420,2500
33440,2401,2500
48678,2518,2500
48204,2560,2500
41225,2401,2500
47444,2508,2500
46928,2410,2500
37291,2364,2500
43466,2383,2500
48600,2488,2500
31758,2488,2500
41715,2498,2500
41496,2659,2500
32964,2458,2500
36309,2528,2500
45468,2383,2500
41300,2383,2500
52750,2401,2500
56232,2448,2500
38822,2401,2500
36312,2478,2500
38855,2570,2500
40032,2429,2500
44405,2420,2500
34112,2420,2500
47268,2693,2500
49623,2439,2500
55896,2603,2500
34744,2488,2500
51118,2401,2500
52000,2439,2500
118472,2528,2500
36045,2420,2500
45087,2420,2500
48236,2410,2500
54340,2410,2500
33456,2478,2500
52394,2659,2500
46920,2478,2500
53865,2539,2500
51291,2410,2500
35690,2410,2500
49680,2410,2500
52924,2614,2500
41650,2355,2500
35728,2448,2500
50570,2448,2500
34030,2448,2500
43264,2439,2500
47880,2570,2500
54937,2614,2500
44330,2478,2500
48642,2539,2500
35689,2488,2500
54349,2682,2500
40082,2528,2500
34279,2392,2500
33936,2488,2500
35518,2383,2500
38112,2603,2500
46256,2498,2500
69546,2592,2500
46575,2488,2500
40300,2468,2500
52080,2410,2500
35815,2670,2500
54810,2439,2500
40200,2508,2500
45360,2682,2500
46400,2682,2500
39788,2468,2500
44732,2392,2500
46886,2682,2500
40788,2346,2500
38976,2560,2500
39382,2468,2500
41085,2439,2500
44928,2693,2500
38994,2478,2500
34279,2410,2500
51183,2346,2500
51660,2420,2500
51606,2468,2500
48321,2488,2500
38409,2498,2500
45320,2518,2500
44202,2420,2500
43368,2439,2500
46566,2429,2500
48262,2458,2500
34692,2401,2500
50568,2468,2500
52204,2420,2500
33582,2659,2500
40456,2458,2500
35432,2401,2500
42174,2401,2500
47424,2458,2500
33915,2468,2500
40180,2448,2500
40700,2581,2500
54806,2528,2500
42738,2410,2500
38760,2549,2500
47035,2518,2500
36490,2448,2500
38190,2518,2500
51987,2478,2500
35518,2392,2500
47328,2549,2500
51000,2498,2500
39330,2478,2500
49442,2346,2500
51435,2401,2500
43776,2636,2500
52007,2693,2500
47096,2682,2500
34314,2508,2500
49126,2458,2500
33129,2478,2500
33534,2392,2500
43228,2592,2500
51000,2592,2500
39618,2401,2500
51584,2468,2500
40376,2448,2500
53064,2581,2500
34776,2392,2500
44304,2478,2500
52625,2401,2500
49266,2458,2500
40800,2478,2500
46604,2549,2500
48909,2392,2500
41509,2625,2500
44145,2439,2500
46065,2401,2500
47151,2636,2500
48070,2346,2500
39198,2439,2500
48314,2647,2500
52416,2468,2500
53430,2373,2500
49352,2498,2500
39285,2439,2500
33582,2670,2500
45714,2693,2500
39072,2401,2500
34085,2478,2500
35322,2468,2500
41718,2458,2500
32636,2560,2500
31758,2528,2500
34916,2478,2500
42600,2410,2500
33540,2625,2500
42630,2468,2500
48909,2528,2500
41915,2401,2500
42120,2581,2500
39690,2508,2500
42622,2373,2500
42016,2448,2500
53888,2392,2500
44844,2581,2500
51745,2539,2500
55044,2478,2500
45396,2458,2500
51480,2603,2500
54096,2364,2500
34595,2458,2500
40934,2401,2500
53888,2392,2500
54365,2468,2500
53298,2346,2500
38808,2581,2500
37674,2448,2500
50020,2478,2500
42837,2383,2500
49657,2468,2500
35088,2468,2500
45671,2373,2500
38994,2373,2500
55215,2439,2500
34680,2478,2500
38976,2570,2500
39204,2670,2500
32032,2410,2500
41410,2383,2500
37856,2346,2500
46585,2682,2500
34830,2478,2500
52096,2549,2500
32472,2518,2500
37733,2439,2500
48262,2560,2500
30675,2448,2500
40100,2429,2500
33128,2468,2500
51308,2659,2500
36846,2401,2500
38683,2636,2500
48556,2592,2500
49080,2508,2500
38180,2439,2500
47151,2647,2500
35518,2468,2500
44205,2373,2500
43549,2448,2500
46052,2603,2500
34113,2439,2500
50020,2429,2500
55215,2429,2500
52245,2570,2500
48144,2659,2500
41500,2549,2500
40788,2659,2500
34340,2488,2500
34452,2560,2500
38511,2439,2500
38688,2439,2500
46980,2659,2500
34445,2429,2500
47385,2682,2500
32058,2392,2500
39188,2488,2500
40144,2518,2500
42840,2383,2500
46800,2429,2500
42126,2439,2500
43995,2478,2500
44254,2478,2500
49980,2420,2500
47400,2647,2500
39996,2518,2500
38976,2570,2500
57720,2498,2500
38095,2539,2500
39690,2410,2500
43845,2693,2500
43036,2518,2500
46345,2670,2500
44730,2439,2500
51088,2392,2500
39270,2549,2500
42432,2401,2500
51783,2355,2500
40032,2448,2500
47385,2670,2500
41715,2518,2500
48671,2549,2500
36156,2478,2500
51483,2355,2500
35088,2439,2500
52224,2570,2500
37293,2488,2500
46443,2429,2500
43890,2346,2500
32136,2410,2500
50142,2429,2500
39390,2570,2500
37944,2458,2500
40293,2498,2500
51783,2392,2500
41100,2429,2500
36210,2311,2500
35640,2498,2500
35275,2373,2500
37293,2560,2500
40768,2458,2500
51906,2410,2500
44861,2670,2500
39693,2439,2500
41509,2682,2500
50456,2420,2500
44202,2410,2500
49184,2448,2500
40986,2410,2500
178794,2539,2500
40804,2478,2500
41921,2508,2500
40689,2401,2500
39520,2373,2500
41552,2346,2500
40248,2518,2500
47502,2570,2500
46509,2320,2500
39984,2448,2500
34279,2401,2500
38511,2439,2500
42907,2647,2500
38164,2458,2500
39995,2355,2500
43160,2392,2500
44690,2468,2500
51816,2410,2500
48384,2659,2500
33939,2373,2500
33210,2468,2500
45360,2570,2500
49861,2383,2500
41718,2439,2500
33948,2392,2500
37080,2364,2500
43335,2458,2500
45136,2410,2500
51291,2420,2500
35956,2468,2500
42840,2478,2500
50457,2439,2500
49938,2420,2500
48678,2614,2500
33048,2448,2500
41814,2346,2500
34744,2478,2500
44200,2468,2500
38916,2478,2500
39552,2392,2500
44220,2603,2500
47152,2329,2500
53467,2401,2500
36120,2364,2500
53856,2448,2500
52668,2346,2500
35518,2364,2500
37976,2581,2500
31724,2458,2500
42330,2448,2500
32868,2498,2500
39744,2383,2500
35956,2498,2500
39592,2448,2500
